originalLocation,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18
I-02-11,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0
I-02-12,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0
I-02-13,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0,TNAHD4;9.0
I-02-21,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0,TNAHD4;7.0
I-02-22,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0,TNAHD4;8.0
I-02-23,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5,TNAHD4;8.5
I-02-30,SVJZKL;10,JGP0ID;11,VWXLZJ;5,PY5UPB;8,DF3KQM;6,F29V5I;5,HOUJQN;8,6M2FJM;13,2Z7ZEP;13,YN8OHN;7,H1I7JZ;12,O9YFO8;8,56TC1Z;13,3LQL9L;6,DNLEH7;4,2LPO6D;7,D8AMD3;9,E2ES5Z;6
I-02-40,2LPO6D;16,AHR20O;6,1D2ILZ;6,J3FI7N;5,PY5UPB;14,NM6C73;13,F29V5I;8,6MKIC6;11,IYLV38;10,2OAVPY;7,TB6WIP;9,HA0BOB;10,JUUL5B;14,JCNON3;16,SSQFQA;4,ZVUW6Z;8,6M2FJM;12,ADT9MG;14
I-03-11,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0
I-03-12,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0
I-03-13,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0
I-03-21,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5
I-03-22,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5,JEGRCL;9.5
I-03-23,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5
I-03-30,T3NVTG;5,YKQY4X;8,IYLV38;16,05W6TK;15,A7MDBC;10,SVFO5S;16,Q164T6;12,AB9XBU;4,YE890X;5,84ABYS;8,AHR20O;13,IA7X1P;16,Q50W5L;10,ZGYCSW;12,1D2ILZ;12,3LQL9L;12,YRRNGL;8,C5O9C9;5
I-03-40,O7AXAK;5,WH1BJI;15,JHSQHS;4,69L9MX;9,PP9DNA;5,DNLEH7;8,5X8RAN;15,QXS5D1;14,CST1KC;4,ULG3QT;9,O9YFO8;5,XUZJ74;9,O7AXAK;4,TLFT43;5,F73ZE1;16,SVFO5S;12,W518XY;14,IYXV3Z;8
I-04-11,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0
I-04-12,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0
I-04-13,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0,TNAHD4;10.0
I-04-21,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5
I-04-22,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5,TNAHD4;9.5
I-04-23,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5
I-04-30,YRRNGL;8,X0HH8Y;4,SMMRK3;12,0LNUOV;16,RUUOCB;10,0LNUOV;16,CU53FM;6,1JT1XB;8,HCMI82;13,QTMT7N;4,TOENMT;10,UHYJ3A;13,DNLEH7;10,YN8OHN;15,B24J86;10,E5CISL;9,JGP0ID;6,5MNTT7;6
I-04-40,QVFB0Q;4,TBCCF7;13,QOMHJ2;16,SVJZKL;9,ULG3QT;10,YN8OHN;15,I1KDJ0;8,5HQR89;4,3LQL9L;6,SVJZKL;10,84ABYS;9,JGP0ID;15,4SD17H;7,DNLEH7;10,6M2FJM;4,IYLV38;15,TBCCF7;4,J2URNJ;16
I-05-11,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5
I-05-12,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5
I-05-13,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0
I-05-21,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0,JEGRCL;10.0
I-05-22,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5
I-05-23,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5,JEGRCL;10.5
I-05-30,Z8KPP8;5,JUUL5B;10,E2ES5Z;11,M67GNC;12,4ILN0A;6,SSQFQA;9,J2URNJ;8,6MKIC6;15,IJBSQT;4,VHQ356;8,IYV9SV;13,F98BNI;11,U95NWB;16,32ZKOX;11,YE890X;15,JUUL5B;16,O9YFO8;8,AHR20O;10
I-05-40,F0P5OQ;5,ZX6MUV;4,GPBMZJ;12,M8W7TS;9,56TC1Z;12,G8ASPE;10,V7JUQL;11,D05ZS7;11,7GC57K;8,EQQBND;5,ZGYCSW;13,XUZJ74;8,A7MDBC;5,HOUJQN;11,EA91CP;16,Z8KPP8;13,AHR20O;9,SY1DDY;13
I-06-11,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0
I-06-12,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5
I-06-13,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5,TNAHD4;10.5
I-06-21,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0
I-06-22,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5
I-06-23,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0
I-06-30,32ZKOX;4,D8AMD3;13,FJ25W1;16,HGXJD0;9,6M2FJM;6,QVFB0Q;12,32ZKOX;9,O7TSVL;10,SWN7AU;16,M8W7TS;11,4ILN0A;4,3LQL9L;8,M8W7TS;9,O7AXAK;4,I1KDJ0;12,5HQR89;11,YN8OHN;9,VWXLZJ;7
I-06-40,NM6C73;12,1A6YTA;14,EAJXUV;14,NISP6K;9,UHYJ3A;9,S90CD9;16,DGAONE;10,9S4AF8;9,0SJH1Z;13,TBCCF7;6,CU53FM;6,HOUJQN;4,MLV9BR;4,7BU1V7;4,4E1WTK;4,A19092;12,UDF17E;7,DSQXYR;11
I-07-11,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0
I-07-12,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0
I-07-13,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0,JEGRCL;12.0
I-07-21,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5
I-07-22,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0
I-07-23,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0,JEGRCL;11.0
I-07-30,N6JU7C;16,SWN7AU;10,8D9SAW;14,TBCCF7;12,1ENECA;10,5HQR89;10,IJBSQT;6,APQKWK;9,IYXV3Z;9,IPGA7X;15,JHSQHS;16,HA0BOB;14,ASG1IT;9,EAJXUV;10,6MKIC6;8,0LNUOV;16,UHYJ3A;15,W25EZN;5
I-07-40,QOMHJ2;14,QP56BU;7,Z8KPP8;4,F73ZE1;16,T3NVTG;9,SVFO5S;16,M8W7TS;11,8D9SAW;10,HLOISD;11,F7LULH;9,BLJLMQ;4,S90CD9;14,J2URNJ;7,2Z7ZEP;4,F98BNI;16,I1KDJ0;9,HOUGRO;16,CU53FM;6
I-08-11,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0
I-08-12,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0,TNAHD4;12.0
I-08-13,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5
I-08-21,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0
I-08-22,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0
I-08-23,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0,TNAHD4;11.0
I-08-30,HOUJQN;8,TAHFOD;12,LXJQVG;15,A19092;5,RAUDQ6;12,CST1KC;13,F73ZE1;7,SSQFQA;5,HXQR4L;10,5MNTT7;6,EYEOXS;14,RN2DSQ;10,XSFSKX;13,IJBSQT;6,F29V5I;10,SMMRK3;13,UDF17E;7,ETU70R;12
I-08-40,QOMHJ2;12,QVFB0Q;6,ASG1IT;15,IYLV38;7,PZUF7K;11,XPZSZ1;14,0SJH1Z;16,QM2UH1;5,IAKTYD;7,QOMHJ2;15,122OKQ;14,9FWH2G;16,M67GNC;16,UMKYTJ;5,RUUOCB;5,HA0BOB;12,PP9DNA;11,32ZKOX;5
I-09-11,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0
I-09-12,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5,2OAVPY;9.5
I-09-13,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0,CD1NU9;9.0
I-09-21,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0,JEGRCL;13.0
I-09-22,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0,CD1NU9;10.0
I-09-23,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5,RAUDQ6;8.5
I-09-30,YRRNGL;14,EAJXUV;14,EA91CP;7,1D2ILZ;10,800OVF;14,A7MDBC;5,AKP0A7;13,DGAONE;15,N6JU7C;7,CST1KC;10,TAHFOD;4,APQKWK;11,37VA62;8,I1X92B;9,EBKM6C;9,70EPUK;5,EQQBND;8,WGHG3L;10
I-09-40,VWXLZJ;4,IPGA7X;9,37VA62;9,LXJQVG;14,F73ZE1;5,SY1DDY;13,UCRNWD;14,PP9DNA;4,F29V5I;8,XPZSZ1;16,HI2X6U;7,S90CD9;10,V6K6JX;4,1ENECA;9,ZVUW6Z;14,WRRW1W;13,05W6TK;16,U95NWB;14
I-10-11,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0,TNAHD4;13.0
I-10-12,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0,APQKWK;9.0
I-10-13,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5,J3FI7N;10.5
I-10-21,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0
I-10-22,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0,APQKWK;10.0
I-10-23,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0,QVFB0Q;9.0
